Qualifications,Employment_Type,Age,City,State,Pincode,Gender,Product_Code,Loan_Amount,LTV,Resident_Type,Net_salary,Final_Tier,Make_Code,Model_Description,Model_Variant,PAST_LOANS_ACTIVE,Decision
UG,NREGI,33,Jaggaiahpet,AP,521175,Female,SC,99234,85.18,O,26000,07 Rural,JUPITER,JUPITER ZX DISC - SXC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,35,Plassey,WB,741156,Male,MC,85519,53.85,O,26000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,APPROVED
OTHERS,SAL,33,Meerut City,UP,250002,Male,MO,53623,85.37,O,35000,07 Rural,MOPEDS,TVS XL 100 COM KS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
GRAD,SAL,42,Palavakkam ,TN,600041,Female,SC,101341,78.3,R,20000,04 Metro,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
HSC,SAL,21,Waidhan,MP,486886,Male,MC,121802,80.12,O,25000,05 Urban,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,DECLINED
SSC,NREGI,34,Chillakallu,AP,521178,Male,MO,76865,91.13,O,26000,06 Semi-Urban,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SEP,24,Brajarajnagar,OR,768216,Male,MC,128875,74.94,O,30000,07 Rural,APACHE,TVS APACHE RTR 160 4V BSVI - U626,160 DISC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,28,Tarawa,UP,276123,Male,MC,64140,85.78,O,25500,06 Semi-Urban,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,APPROVED
GRAD,SAL,46,Charbahal,OR,766017,Male,MC,50836,33.68,O,45000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,56,Bangaljhi,WB,741123,Female,SC,75653,63.52,O,26000,07 Rural,NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,NO_PAST_LOANS,APPROVED
PG,SAL,25,Rajnagar Colliery,MP,484446,Male,MC,103600,50.81,O,40000,06 Semi-Urban,RONIN,TVS RONIN 2CH MID BSVI,RONIN,PAST_LOANS_ACTIVE,APPROVED
OTHERS,NREGI,39,Pandua,WB,712149,Female,MC,111344,70.41,O,40000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
HSC,AGR,35,Kanwat Town,RJ,332708,Male,MC,60153,71.6,O,45000,07 Rural,RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,PAST_LOANS_ACTIVE,APPROVED
HSC,NREGI,24,Khandela,RJ,332709,Male,MC,51104,60.23,O,35000,07 Rural,RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SAL,31,Sitapur,UP,261001,Male,MC,63339,84.79,O,24500,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,37,Gdaghatpara,OR,767017,Male,EB,62199,40.26,O,38000,06 Semi-Urban,TVS,TVS IQUBE UG,EBIKE,NO_PAST_LOANS,APPROVED
HSC,SAL,36,Dhama,OR,768113,Male,MC,64241,81.26,O,21000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,APPROVED
GRAD,SAL,23,C B Lines,UP,226002,Male,SC,67127,57.28,O,20000,05 Urban,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,NO_PAST_LOANS,APPROVED
HSC,SEP,21,Gaus Ganj,UP,241305,Male,MC,86651,70,O,25000,07 Rural,RAIDER,TVS RAIDER DISC CONNECTED BSVI,RAIDER,NO_PAST_LOANS,APPROVED
PG,SEP,38,Polpur,UP,212402,Male,MC,73211,63.83,O,30000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,23,Dalippur Pratapgarh,UP,230127,Male,MC,59361,79.39,O,36500,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,PAST_LOANS_ACTIVE,APPROVED
UG,SEP,48,Talaivasal,TN,636112,Male,MO,54802,67.66,O,30000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SAL,23,Bariniput,OR,764006,Male,SC,81920,75.02,O,25000,06 Semi-Urban,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,NO_PAST_LOANS,APPROVED
OTHERS,AGR,36,Kavuru,AP,522611,Female,MO,47422,64.7,O,20000,07 Rural,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,NO_PAST_LOANS,DECLINED
HSC,NREGI,28,Baseri,RJ,328022,Male,MC,57553,76.08,O,35000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,DECLINED
PG,SEP,28,Gonda,UP,271001,Male,SC,82179,81.89,O,35000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,PAST_LOANS_ACTIVE,APPROVED
SSC,SEP,30,Ikauna,UP,271845,Male,MC,121374,79.96,O,40000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
PG,SAL,33,Dhaurahara Kheri,UP,262723,Male,MC,98300,64.76,O,35500,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
GRAD,NREGI,52,Tawakkalpur Nagra,UP,228161,Male,MO,44458,84.66,O,30000,07 Rural,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
GRAD,SAL,27,Karimangalam,TN,635111,Female,SC,83756,87.61,O,25000,06 Semi-Urban,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
OTHERS,AGR,40,Elathagiri,TN,635108,Female,SC,104089,82.61,O,35000,06 Semi-Urban,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,DECLINED
PG,SEP,31,Gharota,PB,143533,Female,SC,71824,68.82,O,25000,07 Rural,JUPITER,JUPITER 125 DRUM BSVI - ALLOY WHEEL,125 CC DRUM,NO_PAST_LOANS,APPROVED
HSC,SEP,59,Amethi,UP,227405,Male,MO,50205,68.87,O,35000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
PG,SEP,38,Jillundi,OR,761133,Male,MC,63683,69.9,O,21000,06 Semi-Urban,RADEON,TVS RADEON 110 ES MAG REF BSVI,RADEON,PAST_LOANS_ACTIVE,APPROVED
UG,SAL,50,Sarwankhera,UP,209121,Male,MC,114274,75.28,O,27200,04 Metro,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
HSC,SAL,56,Tarya Sujan,UP,274409,Male,MO,59159,80.03,O,25000,06 Semi-Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
SSC,SEP,28,Churapali,OR,767024,Male,MC,127393,81.61,O,30000,07 Rural,APACHE,TVS APACHE RTR 160 4V - RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SEP,24,Chilh,UP,231312,Male,MC,129000,80.13,O,35000,07 Rural,APACHE,APACHE RTR 160 4V DISC BT BSVI,160 DISC,NO_PAST_LOANS,APPROVED
OTHERS,AGR,34,Kishanganj,BR,855107,Male,MO,32816,43.18,O,21000,07 Rural,MOPEDS,TVS XL 100 COM ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,28,Manjhaul,BR,851127,Male,MC,64173,41.3,O,36000,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,APPROVED
PG,SAL,23,Bether,UP,209801,Male,MC,78148,67.64,O,25000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
UG,SEP,25,Majdia,WB,741507,Male,MC,88069,67.69,O,29560,07 Rural,RAIDER,TVS RAIDER DISC CONNECTED BSVI,RAIDER,NO_PAST_LOANS,APPROVED
SSC,SEP,46,Chakdah,WB,741222,Male,MC,113844,72.75,O,25000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
SSC,SEP,24,Gangnapur,WB,741238,Male,MC,88501,72.09,O,20000,07 Rural,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
GRAD,SEP,37,Karimangalam,TN,635111,Female,MO,61666,78.06,O,25000,06 Semi-Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,58,Amethi,UP,227405,Female,MO,44600,84.95,O,32000,07 Rural,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
OTHERS,SAL,52,Ambattur,TN,600053,Male,SC,61560,51.09,O,25000,04 Metro,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,AGR,22,Kaiserganj,UP,271903,Male,MC,105390,69.43,O,35000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
GRAD,SEP,22,Madipakkam,TN,600091,Male,MC,124487,84.57,R,25000,04 Metro,RAIDER,TVS RAIDER DISC CONNECTED BSVI,RAIDER,NO_PAST_LOANS,APPROVED
GRAD,AGR,32,Manamunda,OR,762016,Male,MC,106342,90.5,O,34000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
OTHERS,NREGI,27,Ipariguda,OR,764043,Female,MC,77515,51.81,O,18000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
HSC,SAL,23,Zincnagar,OR,770072,Male,MC,105783,88.53,O,16000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
PG,SAL,37,Bichhua,MP,480111,Male,MC,54999,66.87,O,30000,07 Rural,SPORT,TVS SPORT ELS BSVI,SPORT,NO_PAST_LOANS,APPROVED
UG,SEP,38,Tiruninravur Rs,TN,602024,Female,SC,101931,96.53,O,30000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,DECLINED
HSC,SAL,35,Sur East,TN,635109,Female,MO,65735,83.21,R,10000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
OTHERS,SEP,23,Madganj,UP,230403,Male,MC,119723,78.87,O,29500,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
HSC,AGR,31,Biswanathpur,OR,766020,Male,MO,63999,84.88,O,40000,06 Semi-Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
HSC,AGR,21,Rasulabad Kanpur Dehat,UP,209306,Male,MO,57323,78.63,O,35000,06 Semi-Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
OTHERS,SEP,30,Talgram,UP,209731,Male,MC,128283,84.73,O,35000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
SSC,SEP,40,Chakdah,WB,741222,Male,SC,58611,49.3,O,25000,07 Rural,NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,NO_PAST_LOANS,APPROVED
HSC,NREGI,37,Ashanandapara Street,WB,741404,Female,SC,54146,51.08,O,45000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,NO_PAST_LOANS,APPROVED
PG,SAL,36,Sangam,AP,524308,Male,SC,101383,90.39,O,30000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,35,Jhunsi,UP,211019,Female,MO,56640,77.61,O,22000,06 Semi-Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
HSC,AGR,61,Bhagwant Nagar,UP,229502,Male,MC,112700,74.24,O,36000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
GRAD,SEP,46,Ainthapali,OR,768004,Male,MO,53644,71.15,O,40000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
PG,SEP,25,Isanagar Kheri,UP,261502,Male,MC,45331,39.23,O,25000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,27,Bnmu University Madhepura,BR,852113,Female,SC,87735,74.13,O,44500,07 Rural,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,NO_PAST_LOANS,APPROVED
OTHERS,SAL,40,Mugalivakkam,TN,600125,Female,SC,96777,75.02,O,110000,04 Metro,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,35,Alwar,RJ,301001,Male,MC,67246,90,O,28000,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,APPROVED
SSC,SAL,41,Beej Pur,UP,231223,Female,SC,66725,82.48,O,20000,07 Rural,SCOOTY,SCOOTY PEP PLUS MATTE SERIES - BSVI,SCOOTY PEP PLUS,NO_PAST_LOANS,APPROVED
OTHERS,AGR,36,Jaipatna,OR,766018,Male,MC,58451,67.25,O,28000,07 Rural,SPORT,TVS SPORT ELS BSVI,SPORT,NO_PAST_LOANS,APPROVED
HSC,SEP,59,Inchi,WB,712134,Female,SC,101051,85.01,O,32000,06 Semi-Urban,NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,NO_PAST_LOANS,APPROVED
OTHERS,SEP,50,Bishnupur Uth 24 Parganas,WB,743503,Male,MC,74250,71.44,O,28000,07 Rural,RADEON,TVS RADEON BSVI DIGI DISC DUAL TONE,RADEON,NO_PAST_LOANS,APPROVED
PG,SAL,27,Ennore Thermal Station,TN,600057,Male,SC,82973,68.86,O,85000,06 Semi-Urban,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,27,Umerkote Bazar,OR,764073,Male,SC,81220,68.08,O,35000,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
GRAD,SEP,47,Sirsa,UP,212305,Female,SC,73703,70.32,O,25000,07 Rural,JUPITER,JUPITER 125 DRUM BSVI - ALLOY WHEEL,125 CC DRUM,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SAL,38,Arcot Bazaar,TN,632503,Female,MO,67529,86.1,O,15000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
OTHERS,SEP,30,Sahebganj,UP,230137,Female,SC,97212,84.68,O,36500,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
HSC,AGR,31,Royakottah,TN,635116,Male,MO,70887,87.51,O,40000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,NO_PAST_LOANS,APPROVED
OTHERS,SAL,22,Avadi Iaf,TN,600055,Female,SC,68990,59.18,O,20000,05 Urban,JUPITER,JUPITER ZX DISC - SXC BSVI,110 CC,NO_PAST_LOANS,APPROVED
UG,SEP,38,Manavalanagar,TN,602002,Female,EB,137081,92.38,O,80000,06 Semi-Urban,TVS,TVS IQUBE UG,EBIKE,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,26,Dignagar,WB,741401,Male,SC,82081,70.15,O,26500,07 Rural,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
GRAD,SEP,34,Ral,WB,700154,Male,SC,115626,89.13,O,27000,06 Semi-Urban,NTORQ,NTORQ 125 XT BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
GRAD,NREGI,49,Batala,PB,143505,Female,SC,89334,83.24,O,35000,06 Semi-Urban,JUPITER,JUPITER ZX DISC - SXC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
HSC,SAL,34,Joda,OR,758034,Male,MC,96882,81.82,O,15000,07 Rural,RAIDER,TVS RAIDER DISC SS BSVI,RAIDER,NO_PAST_LOANS,APPROVED
PG,SAL,45,Kolar Road,MP,462042,Male,SC,62770,56.49,R,30500,04 Metro,JUPITER,JUPITER ZX DISC - SXC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SAL,24,Washermanpet East,TN,600021,Male,SC,113630,90.69,R,16000,02 Megapolis (B),NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,19,Kodungaiyur,TN,600118,Male,MC,96665,73.29,O,20000,02 Megapolis (B),RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
HSC,SAL,41,Padianallur,TN,600052,Female,SC,72997,56.37,O,25000,04 Metro,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,NO_PAST_LOANS,APPROVED
GRAD,SAL,26,Kamarajnagar,TN,600071,Male,MC,90697,86.54,O,30000,06 Semi-Urban,RADEON,TVS RADEON BSVI DIGI DISC DUAL TONE,RADEON,PAST_LOANS_ACTIVE,APPROVED
OTHERS,SEP,38,I E Partapur,UP,250103,Male,MO,41244,75.79,O,28000,07 Rural,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
OTHERS,AGR,34,Kaiserganj,UP,271903,Male,MC,101243,64.74,O,35000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
SSC,SAL,26,Bagalur ,TN,635103,Female,SC,108333,85.98,O,22000,07 Rural,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SEP,26,Meja Road,UP,212303,Male,MC,122767,81.53,O,45000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
HSC,SAL,51,Kampa,WB,743193,Male,MC,109216,89.96,O,65000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
GRAD,STU,20,Mirzapursadar,UP,231001,Female,MC,124001,81.87,O,25,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
SSC,SEP,30,Bulandshahr,UP,203001,Male,MC,79176,68.14,O,38000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
PG,NREGI,29,Gaura R S,UP,230301,Female,MC,111946,73.75,O,30000,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
OTHERS,SEP,22,Saram Tindivanam,TN,604307,Male,SC,114217,83.09,O,25000,07 Rural,NTORQ,NTORQ 125 XT BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,56,Baidyabati,WB,712222,Female,MC,132675,84.83,O,30000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
SSC,AGR,28,Kottur ,TN,614708,Female,SC,78179,85.82,O,25000,07 Rural,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,32,Medavakkam,TN,600100,Female,SC,94407,89.49,O,23000,04 Metro,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
PG,SAL,33,Ambalur,TN,635801,Male,MO,50634,64.58,O,30000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
HSC,SEP,25,Crpf Camp Trisundi,UP,228159,Male,MC,72757,62.99,O,38000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
OTHERS,NREGI,19,Jasra,UP,212107,Female,MC,57000,37.55,O,25000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
UG,SAL,28,Akbarpur (KD),UP,209101,Male,SC,102124,88.95,O,29500,06 Semi-Urban,NTORQ,NTORQ 125 DISC – RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,DECLINED
UG,SAL,27,Derapur,UP,209301,Male,MC,136419,89.87,O,29500,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
HSC,SEP,22,Dhammaur,UP,227408,Male,SC,63514,66.86,O,38000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,NO_PAST_LOANS,APPROVED
HSC,SEP,22,Madganj,UP,230403,Male,SC,62169,65.44,O,34000,06 Semi-Urban,JUPITER,JUPITER BSVI - AOL,110 CC,NO_PAST_LOANS,APPROVED
OTHERS,SAL,59,L L R M Medcollege,UP,250004,Female,MO,43625,80.16,O,35000,07 Rural,MOPEDS,TVS XL 100 HD KS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
UG,SAL,23,Derapur,UP,209301,Male,MC,97886,84.72,O,29500,06 Semi-Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
GRAD,SAL,33,Rengali,OR,768212,Female,MC,120902,80.17,O,24000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
GRAD,NREGI,34,Attabira,OR,768027,Male,MC,84791,87.87,O,40000,07 Rural,RADEON,TVS RADEON BSVI DIGI DRUM DUAL TONE,RADEON,NO_PAST_LOANS,APPROVED
GRAD,NREGI,50,Mangalpur Kanpur Dehat,UP,209310,Male,MC,125338,85.47,O,35000,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,NO_PAST_LOANS,APPROVED
HSC,SEP,58,Chanditala,WB,712702,Male,MC,104000,84.83,O,36000,06 Semi-Urban,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,NO_PAST_LOANS,APPROVED
GRAD,SEP,22,Bijaipur Mirzapur,UP,231303,Male,MC,115796,74.05,O,30000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,APPROVED
OTHERS,SEP,35,Kaitla,UP,229410,Male,MC,93934,63.68,O,38500,07 Rural,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,NO_PAST_LOANS,APPROVED
HSC,NREGI,20,Titanwar,RJ,333012,Male,MC,99242,84.69,O,25000,06 Semi-Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
UG,SAL,49,Vemuru,AP,522261,Male,EB,143828,86.64,O,40000,07 Rural,TVS,TVS IQUBE S,EBIKE,NO_PAST_LOANS,APPROVED
GRAD,AGR,62,Lasakkaranallur,TN,609118,Male,SC,79540,89.43,O,30000,06 Semi-Urban,ZEST,SCOOTY ZEST - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,27,Bada City,MP,464221,Male,MC,76734,81.63,O,26000,07 Rural,CITY PLUS,STARCITY PLUS ES DT BSVI – DUAL TONE,STAR CITY PLUS,NO_PAST_LOANS,APPROVED
SSC,AGR,62,Vilakudi,TN,614715,Male,SC,92357,86.46,O,25000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,PAST_LOANS_ACTIVE,APPROVED
OTHERS,NREGI,48,Madukkur,TN,614903,Female,MO,69750,90.7,R,45000,06 Semi-Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
GRAD,NREGI,24,Jari Bazar,UP,212106,Female,MC,91065,78.82,O,25000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
HSC,SAL,33,Rasipuram Bazaar,TN,637408,Female,SC,87186,91.2,O,30000,07 Rural,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
OTHERS,NREGI,35,Kaveripattinam ,TN,635112,Male,MC,80701,76.86,O,25000,07 Rural,CITY PLUS,STARCITY PLUS ES DT BSVI – DUAL TONE,STAR CITY PLUS,PAST_LOANS_ACTIVE,APPROVED
SSC,SAL,41,N.G.Padu,AP,523183,Male,SC,101148,83.66,O,25000,07 Rural,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
GRAD,SAL,24,Chaparthi,TN,635106,Female,SC,84672,86.4,O,23000,07 Rural,ZEST,SCOOTY ZEST - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
GRAD,AGR,35,Mayiladuthurai,TN,609001,Male,SC,79925,90.89,O,30000,06 Semi-Urban,ZEST,SCOOTY ZEST - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
GRAD,SEP,26,Chandbad,MP,462010,Male,EB,158989,92.97,O,23000,04 Metro,TVS,TVS IQUBE S,EBIKE,PAST_LOANS_ACTIVE,APPROVED
HSC,SAL,21,Lanjigarh,OR,766027,Male,MC,123720,78.3,O,45000,07 Rural,APACHE,APACHE RTR 160 4V DISC BT BSVI,160 DISC,NO_PAST_LOANS,APPROVED
OTHERS,NREGI,28,Didwana,RJ,341303,Male,MC,98802,84.45,O,40000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
OTHERS,NREGI,31,Sikar,RJ,332001,Male,MC,66650,79.09,O,34000,07 Rural,RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,PAST_LOANS_ACTIVE,APPROVED
GRAD,AGR,42,Malpura,RJ,304502,Female,MC,97505,83.27,O,35000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
SSC,SAL,50,Chalapathi Nagar,AP,522034,Male,SC,98392,81.38,R,28300,06 Semi-Urban,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,NO_PAST_LOANS,APPROVED
OTHERS,AGR,28,Khairthal,RJ,301404,Male,MC,126291,81.43,O,30000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,APPROVED
UG,SEP,28,Chebrole (Gu),AP,522212,Male,MC,106829,83.07,O,30500,06 Semi-Urban,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,NO_PAST_LOANS,APPROVED
